"index","timeBlock","Jan","Feb","Mar","Apr","May","Jun","July","Aug","Sep","Oct","Nov","Dcb"
"0","0","-0.058491453528404236","-0.058491453528404236","-0.058491453528404236","-0.05836533010005951","-0.06010331213474274","-0.06114892661571503","-0.06054450571537018","-0.06017850339412689","-0.058491453528404236","-0.058491453528404236","-0.062419116497039795","-0.058491453528404236"
"1","1","-0.03730839490890503","-0.03930777311325073","-0.03730839490890503","-0.03726083040237427","-0.038475602865219116","-0.039454877376556396","-0.04028114676475525","-0.038514137268066406","-0.03730839490890503","-0.03730839490890503","-0.03677630424499512","-0.03730839490890503"
"2","2","-0.023274719715118408","-0.023513734340667725","-0.023274719715118408","-0.025558799505233765","-0.02418917417526245","-0.025525778532028198","-0.02392202615737915","-0.024212688207626343","-0.023274719715118408","-0.023274719715118408","-0.022439152002334595","-0.023274719715118408"
"3","3","-0.013851702213287354","-0.013121843338012695","-0.015417009592056274","-0.01411581039428711","-0.014623194932937622","-0.014146775007247925","-0.014006257057189941","-0.014640480279922485","-0.013851702213287354","-0.013851702213287354","-0.014944791793823242","-0.013851702213287354"
"4","4","-0.0077273547649383545","-0.007251113653182983","-0.008982628583908081","-0.006895005702972412","-0.008237987756729126","-0.007337808609008789","-0.007834166288375854","-0.009265720844268799","-0.009062349796295166","-0.0077273547649383545","-0.007619738578796387","-0.0077273547649383545"
"5","5","-0.003627389669418335","-0.0032963454723358154","-0.0027185678482055664","-0.003026992082595825","-0.004027813673019409","-0.0033812522888183594","-0.003708869218826294","-0.005806595087051392","-0.005368024110794067","-0.0045767128467559814","-0.004705071449279785","-0.0042306482791900635"
"6","6","-0.0008182823657989502","-0.0005922615528106689","-0.00020202994346618652","-0.0016778409481048584","-0.0010987520217895508","-0.0006410479545593262","-0.003024071455001831","-0.00017002224922180176","0.00017565488815307617","-0.0027708113193511963","-0.0004975199699401855","-0.002758890390396118"
"7","7","-0.0011526644229888916","0.0007114708423614502","0.0015238821506500244","-0.0008566081523895264","0.0009508728981018066","0.0012717843055725098","0.0003840923309326172","0.001573324203491211","0.0017827749252319336","0.002052813768386841","0.0025147199630737305","0.0015926957130432129"
"8","8","0.0019275844097137451","0.0002104640007019043","0.0002352595329284668","0.003699362277984619","0.0010984241962432861","0.0024733245372772217","0.0032981038093566895","0.002682209014892578","0.0028252601623535156","0.0030044913291931152","0.003312140703201294","0.0030389726161956787"
"9","9","0.004108041524887085","0.0036701858043670654","0.003127485513687134","0.004113644361495972","0.00087738037109375","0.0032800137996673584","0.003820657730102539","0.0025773048400878906","0.0011811256408691406","0.0036547183990478516","0.0038625597953796387","0.003677278757095337"
"10","10","0.004383057355880737","0.004634559154510498","0.004807204008102417","0.004379183053970337","0.004918813705444336","0.0025471746921539307","0.004211753606796265","0.0018832683563232422","0.00327455997467041","0.003197401762008667","0.004217684268951416","0.0030926167964935303"
"11","11","0.004594594240188599","0.004763901233673096","0.004880070686340332","0.004565119743347168","0.004953891038894653","0.002123624086380005","0.004471480846405029","0.005061805248260498","0.005345851182937622","0.0022876858711242676","0.004483640193939209","0.00244981050491333"
"12","12","0.004751801490783691","0.004869431257247925","0.004206597805023193","0.002074122428894043","0.005002737045288086","0.005625337362289429","0.004667520523071289","0.005242794752120972","0.005273997783660889","0.005442142486572266","0.002599775791168213","0.00562170147895813"
"13","13","0.004390835762023926","0.0029984712600708008","0.002808123826980591","0.004573345184326172","0.005007445812225342","0.005434483289718628","0.004770904779434204","0.005173742771148682","0.00526195764541626","0.005559444427490234","0.003955185413360596","0.0054937005043029785"
"14","14","0.002837270498275757","0.0039101243019104","0.005715429782867432","0.0059517621994018555","0.0049905478954315186","0.005285501480102539","0.004860401153564453","0.0051208436489105225","0.004965841770172119","0.00535738468170166","0.005952119827270508","0.005313962697982788"
"15","15","0.0052557289600372314","0.005962252616882324","0.005702316761016846","0.0005626976490020752","0.0039038658142089844","0.005053788423538208","0.0033708810806274414","0.0029892027378082275","0.002516329288482666","0.005104243755340576","0.00548940896987915","0.002963244915008545"
"16","16","0.005528151988983154","0.00547066330909729","0.005306512117385864","0.00537484884262085","0.002403467893600464","0.004893630743026733","0.002895653247833252","0.004022955894470215","0.004864811897277832","0.004928857088088989","0.005172371864318848","0.004343748092651367"
"17","17","0.005242526531219482","0.005205303430557251","0.0049114227294921875","0.004117131233215332","0.005797922611236572","0.004820436239242554","0.005911290645599365","0.00580325722694397","0.005758911371231079","0.002889305353164673","0.005011945962905884","0.005820572376251221"
"18","18","0.0042091310024261475","0.0031959712505340576","0.002477109432220459","0.006993740797042847","0.005742460489273071","0.004816710948944092","0.005493879318237305","0.005428224802017212","0.005412101745605469","0.0037227272987365723","0.004745900630950928","0.005451560020446777"
"19","19","0.0028038620948791504","0.0035414397716522217","0.00497281551361084","0.006192922592163086","0.005539417266845703","0.003893524408340454","0.005236208438873291","0.005188047885894775","0.005179107189178467","0.005947023630142212","0.0023241639137268066","0.003967911005020142"
"20","20","0.005826354026794434","0.006082773208618164","0.005819737911224365","0.005722343921661377","0.005440175533294678","0.002499818801879883","0.005051374435424805","0.005003571510314941","0.0050109028816223145","0.005498170852661133","0.004894167184829712","0.0029779374599456787"
"21","21","0.005599260330200195","0.005582332611083984","0.005416065454483032","0.0029373764991760254","0.003296494483947754","0.006091415882110596","0.002261936664581299","0.002387017011642456","0.004904806613922119","0.005212754011154175","0.005775392055511475","0.006135791540145874"
"22","22","0.00528639554977417","0.005275696516036987","0.005171149969100952","0.004651963710784912","0.003943920135498047","0.006097525358200073","0.004740357398986816","0.004668295383453369","0.002003788948059082","0.005043298006057739","0.005397617816925049","0.005625516176223755"
"23","23","0.005042910575866699","0.0036130547523498535","0.004967868328094482","0.00738602876663208","0.007529556751251221","0.005835205316543579","0.006060123443603516","0.005726516246795654","0.004597693681716919","0.00488358736038208","0.004316240549087524","0.0052634477615356445"
"24","24","0.0031205415725708008","0.0025078654289245605","0.0048150718212127686","0.007466048002243042","0.007698655128479004","0.003771066665649414","0.0059909820556640625","0.005208194255828857","0.005842268466949463","0.003534376621246338","0.0023702383041381836","0.00325775146484375"
"25","25","0.003022611141204834","0.0061789751052856445","0.002845257520675659","0.0018004179000854492","0.0014668107032775879","0.003284633159637451","0.00588420033454895","0.004925042390823364","0.005300790071487427","0.0022203028202056885","0.005610108375549316","0.003106057643890381"
"26","26","0.0058536529541015625","0.005607932806015015","0.002925395965576172","0.00837099552154541","-0.00023382902145385742","0.006390094757080078","0.00575566291809082","0.002024352550506592","0.004888743162155151","0.00590825080871582","0.005491793155670166","0.005905747413635254"
"27","27","0.005141109228134155","0.005222320556640625","0.006029009819030762","0.003910422325134277","0.005205810070037842","0.005514919757843018","0.0010319054126739502","0.004320323467254639","0.003481924533843994","-0.001259833574295044","0.004918515682220459","0.005171686410903931"
"28","28","0.0046883225440979","0.005222290754318237","0.005527317523956299","0.00859522819519043","0.00605890154838562","0.0038588345050811768","0.011209815740585327","0.005606293678283691","0.001797497272491455","0.007270097732543945","0.00455048680305481","0.004706680774688721"
"29","29","0.004389047622680664","-0.0027199089527130127","0.0047528743743896484","0.005685567855834961","0.005301684141159058","-0.0016057491302490234","0.004275977611541748","0.005026698112487793","0.0056056976318359375","-0.0005747675895690918","0.0016059279441833496","0.0022276341915130615"
"30","30","-0.05761224031448364","-0.05938433110713959","-0.05760383605957031","-0.05188608169555664","-0.05996514856815338","-0.06280015408992767","-0.057092174887657166","-0.06064854562282562","-0.05652563273906708","-0.05406418442726135","-0.05931276082992554","-0.05815781652927399"
"31","31","-0.03581523895263672","-0.03402137756347656","-0.032842397689819336","-0.031476378440856934","-0.036905497312545776","-0.035554349422454834","-0.025973230600357056","-0.038406193256378174","-0.03304591774940491","-0.060231372714042664","-0.05932246148586273","-0.032890379428863525"
"32","32","-0.018313080072402954","-0.02112165093421936","-0.019599467515945435","-0.01407557725906372","-0.01713547110557556","-0.020169347524642944","-0.014102071523666382","-0.019057482481002808","-0.019095927476882935","-0.017359226942062378","-0.02833998203277588","-0.022261768579483032"
"33","33","-0.00851944088935852","-0.011910319328308105","-0.03388774394989014","-0.0032386183738708496","-0.007255911827087402","-0.007352918386459351","-0.0029348134994506836","-0.009750574827194214","-0.011807352304458618","-0.0043520331382751465","0.0020638108253479004","-0.01906922459602356"
"34","34","-0.0012315213680267334","-0.004818230867385864","-0.05123700201511383","0.006061375141143799","-0.004191547632217407","-0.0034551024436950684","0.0005199611186981201","-0.004898011684417725","-0.005771994590759277","-0.0023993849754333496","-0.023211240768432617","-0.026051253080368042"
"35","35","-0.0018893778324127197","-0.0018610656261444092","0.022658079862594604","0.006041735410690308","-0.0042299628257751465","-0.0003274977207183838","0.0016452968120574951","-0.0018816590309143066","-0.00747033953666687","0.0026849210262298584","0.011757224798202515","-0.0037639737129211426"
"36","36","-0.0006440579891204834","-0.0027456581592559814","0.0158577561378479","-0.03076159954071045","-0.00378456711769104","0.005716532468795776","-0.027248382568359375","0.000044226646423339844","-0.03197813034057617","0.003057241439819336","0.008034616708755493","-0.009524643421173096"
"37","37","0.0010890364646911621","-0.010017216205596924","0.008949249982833862","0.008493006229400635","0.005723297595977783","0.007410913705825806","-0.01471206545829773","0.0021961629390716553","-0.006359875202178955","-0.03430753946304321","0.008902966976165771","-0.008280962705612183"
"38","38","0.007008254528045654","-0.024091750383377075","0.00930774211883545","0.022070974111557007","0.004121840000152588","0.011010617017745972","0.02624303102493286","0.0038258731365203857","0.027448803186416626","0.008283227682113647","0.006468743085861206","0.021601200103759766"
"39","39","0.011479705572128296","0.018942683935165405","0.011103689670562744","0.013507455587387085","0.003872215747833252","0.009739667177200317","0.02394181489944458","0.0038338899612426758","-0.00009232759475708008","0.02425694465637207","0.004952818155288696","0.003555506467819214"
"40","40","0.003917515277862549","0.014089792966842651","0.006455600261688232","0.0017633140087127686","-0.06467612087726593","-0.05341838300228119","-0.024762392044067383","-0.0647345632314682","-0.02361789345741272","0.002229034900665283","0.00025835633277893066","0.01108020544052124"
"41","41","0.005232572555541992","0.005654275417327881","0.005395412445068359","-0.021560728549957275","-0.04791870713233948","-0.038850605487823486","-0.012212485074996948","-0.037056177854537964","0.0251789391040802","0.018290191888809204","0.003491044044494629","0.010846138000488281"
"42","42","0.0035482048988342285","0.013395309448242188","0.011314928531646729","0.027999460697174072","-0.0650157481431961","-0.014285147190093994","-0.006270945072174072","-0.016599595546722412","0.01405787467956543","0.015889227390289307","0.005231708288192749","0.008583426475524902"
"43","43","0.0007264912128448486","0.007635951042175293","-0.0012340545654296875","0.019035041332244873","0.0010054409503936768","-0.015426337718963623","0.001851111650466919","-0.0119706392288208","0.011175215244293213","0.011554300785064697","0.00449177622795105","0.006444871425628662"
"44","44","0.003927409648895264","0.003992944955825806","-0.00008258223533630371","0.010568320751190186","0.00488358736038208","-0.00903657078742981","0.0017747282981872559","-0.006747633218765259","0.006817877292633057","-0.011318355798721313","0.0019356310367584229","0.004702329635620117"
"45","45","-0.011358797550201416","0.0031999051570892334","0.002564668655395508","0.006448090076446533","0.0018404126167297363","0.0023843050003051758","0.00660589337348938","-0.006557434797286987","0.003736138343811035","-0.032760798931121826","0.00002104043960571289","0.0017683207988739014"
"46","46","0.000641167163848877","0.0010951757431030273","0.005194902420043945","-0.04010874032974243","0.0025561749935150146","-0.0023998916149139404","0.007105380296707153","-0.0008336901664733887","0.003419339656829834","0.02069300413131714","0.004798829555511475","0.0018253326416015625"
"47","47","0.004375338554382324","0.006125092506408691","0.003959178924560547","0.022680014371871948","0.007842540740966797","0.0015653669834136963","0.004398614168167114","0.005115151405334473","0.0005103051662445068","0.02208733558654785","0.0037207305431365967","-0.001133352518081665"
"48","48","0.004176080226898193","0.003998160362243652","0.0020410120487213135","0.026940464973449707","0.07041314244270325","0.062412381172180176","0.04644650220870972","0.07164320349693298","0.0019110143184661865","0.013511061668395996","0.003076791763305664","0.002829313278198242"
"49","49","0.014149755239486694","0.0006502866744995117","-0.0021617114543914795","0.005794942378997803","0.04411965608596802","0.05371856689453125","0.029934287071228027","0.04532647132873535","0.00804486870765686","0.002892017364501953","0.002684175968170166","0.0051829516887664795"
"50","50","-0.021569669246673584","0.008440375328063965","0.0032426416873931885","0.011377513408660889","0.025356709957122803","0.03289031982421875","0.021675676107406616","0.029543697834014893","0.0037325620651245117","0.0032962262630462646","0.00004547834396362305","0.0038379132747650146"
"51","51","-0.001328110694885254","0.018318086862564087","0.0034025907516479492","0.009340375661849976","0.01808592677116394","0.01178404688835144","0.01077413558959961","0.0199127197265625","0.0018693208694458008","-0.0014958679676055908","-0.000581890344619751","0.003313809633255005"
"52","52","0.020049750804901123","0.0268440842628479","0.0028592944145202637","0.008403509855270386","-0.05727560818195343","-0.05201105773448944","-0.04055175185203552","-0.06104758381843567","-0.0001385509967803955","-0.007148474454879761","0.004187256097793579","-0.001338362693786621"
"53","53","-0.0019102096557617188","0.023726999759674072","0.0016672909259796143","0.004425048828125","-0.029708921909332275","0.00017464160919189453","-0.022661030292510986","-0.038600772619247437","0.007979005575180054","-0.042688220739364624","0.0030219554901123047","0.0021155178546905518"
"54","54","0.0011541247367858887","-0.011600494384765625","-0.0021503865718841553","0.002261221408843994","-0.017165541648864746","-0.0015662908554077148","-0.009168446063995361","-0.025078535079956055","0.004993528127670288","-0.010611355304718018","0.00211256742477417","0.003311246633529663"
"55","55","0.0136319100856781","-0.006960272789001465","0.0013940632343292236","-0.0032772421836853027","0.012922137975692749","0.012481749057769775","-0.0073111653327941895","-0.016742587089538574","0.0032275915145874023","0.021049201488494873","0.001228630542755127","0.0019157826900482178"
"56","56","0.010563313961029053","-0.0022583603858947754","-0.007034927606582642","-0.000766754150390625","0.025651156902313232","0.009890377521514893","-0.0013609826564788818","-0.009170860052108765","-0.001979321241378784","0.01632016897201538","-0.003719419240951538","0.0006780326366424561"
"57","57","0.0028625130653381348","-0.004983693361282349","-0.02581271529197693","-0.0010243058204650879","0.02701622247695923","0.008759230375289917","-0.00312042236328125","-0.0036933720111846924","-0.0050781965255737305","0.009326696395874023","0.0005260109901428223","-0.0033073723316192627"
"58","58","0.005076408386230469","0.0020990967750549316","-0.0071211159229278564","-0.0017735958099365234","0.027867823839187622","-0.001141875982284546","-0.003904104232788086","-0.005359381437301636","0.001557677984237671","0.007203340530395508","0.0024987757205963135","-0.013636201620101929"
"59","59","-0.012437999248504639","-0.0018924474716186523","0.016035079956054688","-0.0006200075149536133","0.015712082386016846","-0.004179030656814575","-0.006219804286956787","-0.006406575441360474","0.0012801587581634521","0.004855483770370483","0.0017338991165161133","-0.038309335708618164"
"60","60","-0.040791720151901245","-0.008740991353988647","0.004747360944747925","-0.0034072399139404297","0.011975467205047607","-0.012524843215942383","-0.007364869117736816","0.0009575188159942627","0.002676159143447876","-0.00035241246223449707","0.0013439655303955078","0.021080493927001953"
"61","61","-0.03192529082298279","-0.008851438760757446","0.011344850063323975","0.0008564591407775879","0.0009708106517791748","-0.07413698732852936","-0.003630697727203369","0.000333249568939209","0.0007669329643249512","-0.010025650262832642","-0.006585925817489624","0.01572638750076294"
"62","62","0.0268707275390625","-0.004372358322143555","-0.003194153308868408","-0.005742549896240234","-0.01945716142654419","0.03286468982696533","0.0011484622955322266","-0.0001634061336517334","-0.0012594163417816162","-0.0027553141117095947","-0.003494769334793091","0.0076122283935546875"
"63","63","0.012142866849899292","-0.0052818357944488525","-0.03142651915550232","-0.004438966512680054","0.0021179020404815674","0.007802009582519531","-0.006407052278518677","-0.003367304801940918","-0.008088946342468262","-0.002949744462966919","0.0007725059986114502","-0.002087712287902832"
"64","64","0.0063988566398620605","-0.006544381380081177","0.015620231628417969","-0.004945963621139526","0.011427491903305054","0.003069669008255005","-0.01696842908859253","-0.0015931129455566406","-0.005354493856430054","-0.0024018585681915283","0.0010804533958435059","0.000611722469329834"
"65","65","0.004645884037017822","-0.01447710394859314","0.012342065572738647","-0.005271285772323608","-0.012324392795562744","-0.0008707046508789062","-0.016089171171188354","-0.0020493268966674805","-0.0007946491241455078","-0.0017712116241455078","-0.054666683077812195","-0.0012086927890777588"
"66","66","-0.002855062484741211","0.006744027137756348","0.006418049335479736","-0.01036149263381958","-0.040868520736694336","-0.0025079846382141113","-0.033293306827545166","-0.01492983102798462","-0.0005396902561187744","-0.0016016662120819092","0.009275466203689575","-0.0021483898162841797"
"67","67","-0.006584107875823975","0.0051264166831970215","0.00247037410736084","-0.0009177029132843018","-0.010382980108261108","-0.014126032590866089","-0.03935977816581726","-0.002422720193862915","-0.0005352199077606201","-0.004387617111206055","0.023900151252746582","-0.005600243806838989"
"68","68","-0.008004456758499146","0.002781778573989868","-0.0022503435611724854","-0.00607222318649292","0.07007706165313721","0.06934589147567749","0.056519120931625366","0.08762848377227783","-0.0006481707096099854","-0.0005531609058380127","0.014076560735702515","-0.013440966606140137"
"69","69","-0.045399993658065796","0.0003892481327056885","-0.0023712217807769775","-0.0006674528121948242","0.03173983097076416","0.02071896195411682","0.03186479210853577","0.05222749710083008","-0.003639787435531616","0.011355787515640259","0.006567150354385376","0.011841297149658203"
"70","70","0.019287079572677612","-0.002444326877593994","0.0011757612228393555","-0.006551414728164673","0.00011563301086425781","0.00048148632049560547","0.015068531036376953","0.023187339305877686","-0.0049284398555755615","0.007175028324127197","-0.04177975654602051","0.00807201862335205"
"71","71","-0.0019763708114624023","-0.005511611700057983","-0.007538795471191406","-0.009219080209732056","0.00462070107460022","0.01808023452758789","-0.04476526379585266","0.009580790996551514","0.0023920536041259766","0.003323674201965332","0.016768306493759155","0.004894524812698364"
"72","72","-0.046402692794799805","0.0015302598476409912","0.004391998052597046","-0.005111187696456909","0.007994204759597778","0.003266960382461548","-0.026296526193618774","0.002338588237762451","0.00038635730743408203","-0.0029942989349365234","0.010075151920318604","-0.0024066567420959473"
"73","73","0.002768605947494507","0.0009164512157440186","-0.05563686788082123","-0.05850476026535034","-0.004382699728012085","-0.003316134214401245","0.01886126399040222","0.0007910728454589844","-0.0002544820308685303","-0.0011709928512573242","0.007187753915786743","-0.001082301139831543"
"74","74","0.03592872619628906","0.00006780028343200684","0.02731633186340332","-0.04533472657203674","-0.006561160087585449","-0.025387197732925415","0.0026180148124694824","0.0023277699947357178","-0.00042870640754699707","0.0031909942626953125","0.0038160085678100586","0.003038346767425537"
"75","75","0.015069425106048584","-0.003870666027069092","0.0113334059715271","0.027037888765335083","-0.014779478311538696","-0.0019900500774383545","0.03160518407821655","-0.007820814847946167","-0.0005176067352294922","0.0010966062545776367","-0.013443976640701294","0.0009413063526153564"
"76","76","-0.03155684471130371","-0.0030686557292938232","0.0136319100856781","0.014503717422485352","-0.0034334957599639893","-0.0016061663627624512","0.002288639545440674","-0.0034393668174743652","0.005334675312042236","0.0004932880401611328","-0.011440247297286987","-0.0015560686588287354"
"77","77","-0.035676151514053345","0.0041134655475616455","0.005402654409408569","0.0018680691719055176","-0.009854018688201904","-0.003474205732345581","-0.05167943239212036","-0.00939980149269104","-0.008350551128387451","-0.0013296902179718018","0.0152626633644104","-0.008047997951507568"
"78","78","0.03790119290351868","0.0017278790473937988","0.0011351704597473145","0.009598076343536377","-0.0014782845973968506","-0.011533379554748535","0.03798225522041321","0.006988555192947388","0.0008745193481445312","-0.004999309778213501","0.00811779499053955","0.005868822336196899"
"79","79","0.023828983306884766","0.0005943775177001953","-0.005154281854629517","0.004078537225723267","-0.00225830078125","-0.0025787949562072754","0.017662853002548218","-0.0008092820644378662","-0.05482505261898041","0.003240525722503662","0.0027328431606292725","-0.0010145306587219238"
"80","80","0.007782638072967529","0.00017338991165161133","-0.0011037588119506836","-0.0018232464790344238","-0.045421749353408813","0.0012119412422180176","-0.041710108518600464","0.0068607330322265625","0.031221479177474976","0.002144843339920044","-0.0009352564811706543","0.0015851259231567383"
"81","81","-0.005691021680831909","0.00009870529174804688","0.00002682209014892578","-0.010923624038696289","-0.034714728593826294","-0.0023805201053619385","-0.01572170853614807","0.002346545457839966","0.0015117526054382324","0.000911712646484375","0.0006952285766601562","-0.013880014419555664"
"82","82","0.010240882635116577","-0.00021964311599731445","0.0030265450477600098","0.0008851587772369385","0.0364934504032135","-0.0012059509754180908","0.03439787030220032","0.002619236707687378","0.015511006116867065","-0.0035067498683929443","0.003924459218978882","0.009351462125778198"
"83","83","0.008452117443084717","-0.005702346563339233","0.0052423179149627686","-0.0010594427585601807","0.021518588066101074","-0.011567264795303345","0.0006632208824157715","-0.0006537139415740967","0.006972670555114746","-0.0022564828395843506","0.0018957555294036865","0.0039893388748168945"
"84","84","0.0018114149570465088","-0.009053081274032593","-0.008210748434066772","-0.00446164608001709","0.011570364236831665","-0.005173742771148682","0.017006218433380127","-0.0006701946258544922","0.003361523151397705","0.005388498306274414","0.0014677345752716064","0.00013184547424316406"
"85","85","0.0012713968753814697","0.0026262104511260986","0.0024664103984832764","-0.0016471147537231445","0.00010213255882263184","0.0028198659420013428","0.000987708568572998","-0.003651440143585205","-0.0008108317852020264","0.00264739990234375","-0.005762040615081787","0.007829904556274414"
"86","86","-0.0006763935089111328","0.005641192197799683","0.007919609546661377","-0.010334432125091553","-0.06895709037780762","0.0012450814247131348","0.007133990526199341","0.008217722177505493","-0.0037537217140197754","-0.007923096418380737","0.003329843282699585","0.007891237735748291"
"87","87","0.002181410789489746","0.0035798251628875732","0.003766179084777832","0.01970687508583069","0.03449609875679016","-0.00019672513008117676","-0.0017148852348327637","0.0017437338829040527","-0.055763036012649536","-0.00023877620697021484","0.006026148796081543","0.002156972885131836"
"88","88","-0.00409090518951416","0.0030795633792877197","0.002040266990661621","-0.05065876245498657","0.016855388879776","-0.055012211203575134","0.014394134283065796","0.0017060935497283936","0.048079729080200195","0.006045818328857422","0.004429459571838379","0.0016458630561828613"
"89","89","0.014887571334838867","0.004224240779876709","0.001230388879776001","0.055114537477493286","0.015641450881958008","-0.005385935306549072","0.009443849325180054","0.0009183287620544434","0.018170148134231567","0.010785013437271118","0.002444058656692505","-0.018581241369247437"
"90","90","0.25343209505081177","0.2526298761367798","0.22988677024841309","0.2550744414329529","0.25759357213974","0.26494795083999634","0.25580674409866333","0.24076813459396362","0.2552763819694519","0.25245171785354614","0.2513360381126404","0.2564879059791565"
"91","91","0.09254154562950134","0.09152689576148987","0.04691267013549805","0.09683167934417725","0.11404353380203247","0.16104701161384583","0.10577481985092163","0.06298893690109253","0.09530043601989746","0.0870804488658905","0.09150800108909607","0.1093614399433136"
"92","92","-0.002214372158050537","-0.004779398441314697","0.07421869039535522","-0.0031241774559020996","-0.005294829607009888","-0.0008123517036437988","-0.007449597120285034","0.058493733406066895","-0.002248525619506836","-0.027014195919036865","-0.004499912261962891","-0.006147116422653198"
"93","93","0.007802367210388184","0.007642567157745361","-0.005330204963684082","0.006747156381607056","0.01410946249961853","0.009089291095733643","0.004689723253250122","0.0025257468223571777","0.009683549404144287","0.02097499370574951","0.0069432854652404785","0.007687747478485107"
"94","94","0.010634392499923706","0.004881143569946289","0.0060800909996032715","0.009009897708892822","0.002565056085586548","0.003007054328918457","0.008247673511505127","0.00868341326713562","0.004457324743270874","0.005896866321563721","0.0010117590427398682","0.0051520466804504395"
"95","95","0","0","0","0","0","0","0","0","0","0","0","0"
